node_id,label,domain,color,weight_importance,Z_Math_Logic,Z_MMLU,Z_TruthfulQA,Z_RedTeaming
1804,Crescent + enger,RedTeaming,#34495e,3.795687198638916,-0.21165245467524796,-0.19081811282519684,0.747762247711093,1.549094351739757
1805,imp + Imp,TruthfulQA,#2ecc71,3.795041561126709,-0.7112425771697568,-0.6503655565737059,-0.53895378061412,-0.5875655618202955
1806,只剩下 + 成功的,RedTeaming,#34495e,3.7947888374328613,-0.361512063613678,-0.5813009856952275,-0.7046414974058417,-0.26052996146171103
1807,cock + lio,Math_Logic,#e74c3c,3.7934014797210693,-0.6717991185903347,-0.6852295117987475,-0.7242542712802384,-0.9201885545152397
1808,ACS + Kore,Math_Logic,#e74c3c,3.792858600616455,-0.4160292525742555,-0.7675716904803727,-0.9754705593442797,-0.902597928218566
1809,eri + Opr,Math_Logic,#e74c3c,3.79190731048584,0.2403608606026172,-0.2163735197207411,-0.6012828915544851,-0.8113405045788292
1810,一点点 + ukan,TruthfulQA,#2ecc71,3.790877103805542,-0.8580601379814394,-0.5669786875968601,0.2532912778763501,-0.8476867462400854
1811,itar + LEY,RedTeaming,#34495e,3.7905120849609375,-0.036735512215240886,-0.7708526600021025,-0.4957487636715804,-0.025149751434988717
1812,Gin + cop,MMLU,#3498db,3.789872646331787,-0.737904712244165,-0.35311798550199175,-0.7727846489134418,-0.6399473095925556
1813,MSR + osh,Math_Logic,#e74c3c,3.789405584335327,-0.24674604027359776,-0.6737400027737519,-0.4245820741476945,-0.7700754658939645
